Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId,LHP,LHH,RHP,RHH
2022,AJ Pollock,CHW,123,394,363,84,63,17,1,3,3,31,27,0,75,1,3,0,7,0,0,0.23140496,9256,0,0,1,1
2022,Yan Gomes,CHC,72,204,194,45,31,10,0,4,4,20,5,0,35,3,2,0,12,0,0,0.23195876,9627,0,0,1,1
2022,Christian Vazquez,2 Tms,111,318,296,78,58,14,0,6,6,39,16,0,53,3,3,0,7,0,0,0.26351351,9774,0,0,1,1
2022,Nolan Arenado,STL,144,496,445,135,80,36,0,19,19,78,41,2,60,6,4,0,9,0,0,0.30337079,9777,0,0,1,1
2022,Andrew McCutchen,MIL,129,415,370,90,65,15,0,10,10,50,40,1,85,3,2,0,7,0,0,0.24324324,9847,0,0,1,1
2022,DJ LeMahieu,NYY,119,397,344,87,65,14,0,8,8,35,49,0,52,2,2,0,8,0,0,0.25290698,9874,0,0,1,1
2022,Darin Ruf,2 Tms,92,205,176,33,25,6,0,2,2,18,25,0,58,2,2,0,4,0,0,0.1875,9929,0,0,1,1
2022,Christian Bethancourt,2 Tms,77,203,199,50,30,12,0,8,8,21,3,0,51,0,0,1,4,0,0,0.25125628,10028,0,0,1,1
2022,Wil Myers,SDP,69,186,170,44,31,12,0,1,1,19,13,1,56,1,2,0,6,0,0,0.25882353,10047,0,0,1,1
2022,Max Stassi,LAA,90,246,216,41,24,8,1,8,8,23,28,0,82,1,1,0,5,0,0,0.18981481,10059,0,0,1,1
2022,Mike Trout,LAA,116,361,322,88,38,17,2,31,31,61,33,4,108,5,1,0,4,0,0,0.27329193,10155,0,0,1,1
2022,Jose Iglesias,COL,104,309,290,84,67,16,0,1,1,29,13,0,35,5,1,0,9,0,0,0.28965517,10231,0,0,1,1
2022,Randal Grichuk,COL,124,358,334,78,60,9,1,8,8,36,17,0,86,6,1,0,7,0,0,0.23353293,10243,0,0,1,1
2022,Marcell Ozuna,ATL,116,361,335,79,40,17,0,22,22,48,21,0,87,1,4,0,9,0,0,0.2358209,10324,0,0,1,1
2022,Enrique Hernandez,BOS,89,302,276,61,41,18,0,2,2,36,20,0,48,2,4,0,11,0,0,0.22101449,10472,0,0,1,1
2022,Gio Urshela,MIN,128,390,353,100,73,15,1,11,11,51,30,0,67,2,5,0,14,0,0,0.28328612,10681,0,0,1,1
2022,Adam Duvall,ATL,77,237,214,44,27,10,1,6,6,24,16,0,78,5,2,0,1,0,0,0.20560748,10950,0,0,1,1
2022,Jonathan Schoop,DET,125,388,368,76,48,18,1,9,9,28,14,0,81,5,1,0,10,0,0,0.20652174,11265,0,0,1,1
2022,Whit Merrifield,2 Tms,125,392,361,92,68,17,1,6,6,39,26,0,65,0,5,0,7,0,0,0.25484765,11281,0,0,1,1
2022,Jesus Aguilar,2 Tms,124,384,352,87,58,16,0,13,13,42,20,0,84,3,4,0,7,0,0,0.24715909,11342,0,0,1,1
2022,Gary Sanchez,MIN,116,345,310,68,35,20,0,13,13,48,25,0,99,6,4,0,8,0,0,0.21935484,11442,0,0,1,1
2022,Mark Canha,NYM,125,351,296,83,60,16,0,7,7,38,29,0,63,23,3,0,2,0,0,0.28040541,11445,0,0,1,1
2022,Michael A. Taylor,KCR,113,321,292,76,61,8,2,5,5,30,23,0,76,2,3,1,2,0,0,0.26027397,11489,0,0,1,1
2022,Manny Machado,SDP,144,460,416,130,77,32,1,20,20,80,42,6,100,1,1,0,6,0,0,0.3125,11493,0,0,1,1
2022,Willson Contreras,CHC,109,364,311,78,47,16,1,14,14,41,35,0,79,17,1,0,10,0,0,0.25080386,11609,0,0,1,1
2022,Brandon Drury,2 Tms,127,413,371,92,55,19,2,16,16,61,32,0,83,7,3,0,8,0,0,0.24797844,11615,0,0,1,1
2022,Elias Diaz,COL,91,241,218,43,26,11,1,5,5,35,19,0,56,1,3,0,4,0,0,0.19724771,11680,0,0,1,1
2022,Nick Castellanos,PHI,130,428,402,102,68,23,0,11,11,54,22,0,105,3,1,0,11,0,0,0.25373134,11737,0,0,1,1
2022,J.T. Realmuto,PHI,127,399,363,102,63,20,2,17,17,62,27,1,78,6,3,0,6,0,0,0.28099174,11739,0,0,1,1
2022,Jon Berti,MIA,93,314,276,67,52,10,3,2,2,20,34,0,63,3,1,0,6,0,0,0.24275362,12037,0,0,1,1
2022,Xander Bogaerts,BOS,144,486,434,124,86,27,0,11,11,52,37,1,95,9,6,0,12,0,0,0.28571429,12161,0,0,1,1
2022,Maikel Franco,WSN,95,271,263,59,41,10,0,8,8,29,5,0,47,1,2,0,11,0,0,0.2243346,12179,0,0,1,1
2022,Jorge Alfaro,SDP,73,203,189,45,29,13,0,3,3,30,7,0,68,4,3,0,2,0,0,0.23809524,12180,0,0,1,1
2022,Marcus Semien,TEX,156,518,477,118,73,22,3,20,20,64,31,0,85,2,8,0,7,0,0,0.24737945,12533,0,0,1,1
2022,C.J. Cron,COL,139,435,397,111,67,24,1,19,19,65,27,2,108,7,3,0,10,0,0,0.27959698,12546,0,0,1,1
2022,Eugenio Suarez,SEA,149,476,413,93,54,15,1,23,23,64,52,0,154,7,4,0,6,0,0,0.2251816,12552,0,0,1,1
2022,Trevor Story,BOS,91,299,270,63,36,17,0,10,10,44,23,1,89,2,4,0,8,0,0,0.23333333,12564,0,0,1,1
2022,George Springer,TOR,127,452,398,108,67,19,3,19,19,58,40,0,77,6,4,0,6,0,0,0.27135678,12856,0,0,1,1
2022,Austin Hedges,CLE,94,255,226,38,30,3,0,5,5,19,15,0,60,5,1,8,8,0,0,0.16814159,12976,0,0,1,1
2022,Javier Baez,DET,136,446,419,91,59,18,2,12,12,43,20,0,117,6,1,0,12,0,0,0.21718377,12979,0,0,1,1
2022,Teoscar Hernandez,TOR,126,438,408,107,63,26,1,17,17,57,28,0,125,2,0,0,16,0,0,0.2622549,13066,0,0,1,1
2022,Christian Walker,ARI,158,508,445,105,59,16,1,29,29,76,50,0,101,7,6,0,11,0,0,0.23595506,13419,0,0,1,1
2022,Patrick Wisdom,CHC,123,393,345,66,31,20,0,15,15,46,41,0,133,5,2,0,6,0,0,0.19130435,13602,0,0,1,1
2022,Mookie Betts,LAD,133,465,416,106,52,28,2,24,24,53,38,0,77,8,3,0,7,0,0,0.25480769,13611,0,0,1,1
2022,Carson Kelly,ARI,81,220,195,43,31,7,0,5,5,19,20,0,42,2,3,0,6,0,0,0.22051282,13620,0,0,1,1
2022,Tyrone Taylor,MIL,103,273,253,60,32,14,2,12,12,37,13,0,68,4,3,0,9,0,0,0.23715415,13675,0,0,1,1
2022,Jacob Stallings,MIA,103,310,284,64,50,10,0,4,4,30,20,0,68,5,1,0,12,0,0,0.22535211,13723,0,0,1,1
2022,Tomas Nido,NYM,73,190,172,39,29,9,0,1,1,16,7,0,48,1,2,8,11,0,0,0.22674419,13755,0,0,1,1
2022,Chris Taylor,LAD,109,319,283,66,38,18,2,8,8,34,28,0,109,5,3,0,1,0,0,0.23321555,13757,0,0,1,1
2022,Matt Reynolds,CIN,71,186,171,45,36,6,1,2,2,17,13,0,53,1,1,0,6,0,0,0.26315789,13788,0,0,1,1
2022,Eric Haase,DET,92,227,209,50,29,10,1,10,10,31,15,0,61,1,2,0,6,0,0,0.23923445,14111,0,0,1,1
2022,Byron Buxton,MIN,86,268,237,50,21,8,3,18,18,36,24,0,80,6,1,0,0,0,0,0.21097046,14161,0,0,1,1
2022,Carlos Correa,MIN,132,430,388,112,85,11,0,16,16,46,37,1,93,3,2,0,15,0,0,0.28865979,14162,0,0,1,1
2022,Jorge Soler,MIA,71,237,211,44,25,12,0,7,7,21,24,0,71,2,0,0,6,0,0,0.20853081,14221,0,0,1,1
2022,Harold Ramirez,TBR,109,314,292,81,58,19,0,4,4,41,10,0,56,8,4,0,2,0,0,0.27739726,14387,0,0,1,1
2022,Franmil Reyes,2 Tms,112,366,340,76,51,13,1,11,11,38,22,0,124,2,2,0,10,0,0,0.22352941,14566,0,0,1,1
2022,Manuel Margot,TBR,86,276,258,65,47,14,1,3,3,34,16,1,62,1,1,0,5,0,0,0.25193798,14712,0,0,1,1
2022,Luke Voit,2 Tms,129,397,356,88,54,14,0,20,20,54,33,0,118,3,5,0,9,0,0,0.24719101,14811,0,0,1,1
2022,Kyle Farmer,CIN,140,425,387,91,70,15,0,6,6,43,20,0,73,12,4,2,16,0,0,0.23514212,14813,0,0,1,1
2022,Adam Engel,CHW,76,183,174,45,34,9,1,1,1,12,6,0,53,3,0,0,2,0,0,0.25862069,15082,0,0,1,1
2022,Hunter Dozier,KCR,116,358,335,77,48,18,1,10,10,31,21,0,86,1,1,0,11,0,0,0.22985075,15117,0,0,1,1
2022,Trey Mancini,2 Tms,136,400,348,84,53,17,0,14,14,49,39,2,98,8,5,0,11,0,0,0.24137931,15149,0,0,1,1
2022,Tim Anderson,CHW,78,290,274,77,62,11,0,4,4,20,11,1,47,5,0,0,8,0,0,0.2810219,15172,0,0,1,1
2022,Chad Pinder,OAK,85,221,211,46,30,11,0,5,5,19,9,0,73,0,0,0,5,0,0,0.21800948,15191,0,0,1,1
2022,Garrett Cooper,MIA,113,368,322,87,51,26,2,8,8,39,32,0,91,10,4,0,6,0,0,0.27018634,15279,0,0,1,1
2022,Frank Schwindel,CHC,69,212,195,46,32,9,0,5,5,28,15,1,41,0,2,0,9,0,0,0.23589744,15351,0,0,1,1
2022,Hunter Renfroe,MIL,124,382,354,90,49,19,1,21,21,56,23,0,89,2,1,2,8,0,0,0.25423729,15464,0,0,1,1
2022,Amed Rosario,CLE,147,511,488,136,106,15,8,7,7,55,17,0,81,3,3,0,14,0,0,0.27868852,15518,0,0,1,1
2022,Aaron Judge,NYY,152,529,435,140,69,23,0,48,48,96,85,12,125,5,2,0,9,0,0,0.32183908,15640,0,0,1,1
2022,Jose Abreu,CHW,155,542,482,148,106,31,0,11,11,58,45,2,81,11,4,0,12,0,0,0.30705394,15676,0,0,1,1
2022,Tyler O'Neill,STL,86,292,256,56,36,9,1,10,10,45,28,0,84,2,6,0,8,0,0,0.21875,15711,0,0,1,1
2022,Yonathan Daza,COL,93,267,240,67,53,12,0,2,2,22,20,0,44,4,2,1,7,0,0,0.27916667,15794,0,0,1,1
2022,Aledmys Diaz,HOU,80,228,215,50,32,10,0,8,8,28,9,0,39,2,2,0,7,0,0,0.23255814,15937,0,0,1,1
2022,Austin Nola,SDP,95,253,217,50,40,9,0,1,1,23,25,0,43,4,6,1,4,0,0,0.23041475,15941,0,0,1,1
2022,Willy Adames,MIL,135,449,411,100,55,19,0,26,26,78,33,0,116,1,4,0,9,0,0,0.243309,15986,0,0,1,1
2022,J.D. Davis,2 Tms,84,182,159,40,25,9,0,6,6,18,17,0,60,4,2,0,6,0,0,0.25157233,16219,0,0,1,1
2022,Trea Turner,LAD,155,525,484,144,100,30,3,11,11,71,34,0,93,1,4,0,7,0,0,0.29752066,16252,0,0,1,1
2022,Thairo Estrada,SFG,127,370,336,84,62,14,1,7,7,39,20,0,61,11,3,0,5,0,0,0.25,16426,0,0,1,1
2022,Christian Arroyo,BOS,71,203,192,54,39,11,0,4,4,24,8,2,28,2,0,1,6,0,0,0.28125,16434,0,0,1,1
2022,Rhys Hoskins,PHI,149,498,442,103,60,21,0,22,22,59,50,0,128,3,3,0,7,0,0,0.23303167,16472,0,0,1,1
2022,Matt Chapman,TOR,148,503,432,97,53,20,1,23,23,64,58,1,140,8,5,0,6,0,0,0.22453704,16505,0,0,1,1
2022,Isiah Kiner-Falefa,NYY,133,407,377,98,81,13,0,4,4,37,22,1,58,3,4,1,8,0,0,0.25994695,16512,0,0,1,1
2022,Danny Jansen,TOR,58,181,162,44,25,7,0,12,12,37,13,0,37,2,4,0,1,0,0,0.27160494,16535,0,0,1,1
2022,Connor Joe,COL,103,298,257,58,41,10,2,5,5,13,36,0,65,5,0,0,5,0,0,0.22568093,16572,0,0,1,1
2022,Yandy Diaz,TBR,129,413,347,101,76,19,0,6,6,41,59,1,52,6,1,0,7,0,0,0.29106628,16578,0,0,1,1
2022,Luis Urias,MIL,111,337,287,65,41,10,1,13,13,37,39,0,71,7,4,0,6,0,0,0.22648084,16622,0,0,1,1
2022,Jose Trevino,NYY,98,278,266,62,45,9,1,7,7,34,10,0,54,1,1,0,5,0,0,0.23308271,16725,0,0,1,1
2022,Lane Thomas,WSN,123,346,312,73,46,17,1,9,9,30,27,0,92,4,3,0,4,0,0,0.23397436,16939,0,0,1,1
2022,Gleyber Torres,NYY,132,426,389,100,64,22,0,14,14,54,31,1,98,3,3,0,11,0,0,0.25706941,16997,0,0,1,1
2022,Ramon Laureano,OAK,89,287,265,56,33,12,0,11,11,27,15,0,80,7,0,0,5,0,0,0.21132075,17128,0,0,1,1
2022,Jorge Mateo,BAL,140,375,346,79,45,22,4,8,8,36,20,0,99,2,2,3,5,0,0,0.2283237,17273,0,0,1,1
2022,Michael Chavis,PIT,95,245,230,51,33,10,2,6,6,25,10,0,65,2,3,0,3,0,0,0.22173913,17321,0,0,1,1
2022,Jose Siri,2 Tms,85,240,224,52,35,9,2,6,6,16,13,0,71,3,0,0,2,0,0,0.23214286,17452,0,0,1,1
2022,Eloy Jimenez,CHW,80,246,222,65,43,9,0,13,13,43,20,0,57,2,2,0,4,0,0,0.29279279,17484,0,0,1,1
2022,Taylor Ward,LAA,128,400,353,101,64,17,1,19,19,51,40,0,89,4,3,0,1,0,0,0.28611898,17548,0,0,1,1
2022,Myles Straw,CLE,146,454,406,84,67,14,3,0,0,24,42,0,62,1,3,2,4,0,0,0.20689655,17620,0,0,1,1
2022,Alex Bregman,HOU,147,430,361,100,56,25,0,19,19,73,55,1,54,7,7,0,9,0,0,0.27700831,17678,0,0,1,1
2022,Kevin Newman,PIT,74,205,191,44,29,11,2,2,2,16,11,0,37,0,1,2,5,0,0,0.23036649,17696,0,0,1,1
2022,Brendan Rodgers,COL,125,380,347,83,55,21,2,5,5,35,27,0,68,1,5,0,17,0,0,0.23919308,17907,0,0,1,1
2022,Ty France,SEA,136,441,397,109,73,18,1,17,17,60,26,2,61,13,5,0,14,0,0,0.27455919,17982,0,0,1,1
2022,Harrison Bader,2 Tms,81,255,240,62,46,9,2,5,5,25,10,0,49,3,2,0,4,0,0,0.25833333,18030,0,0,1,1
2022,Brian Anderson,MIA,94,302,265,57,39,12,1,5,5,22,31,1,72,5,1,0,7,0,0,0.21509434,18289,0,0,1,1
2022,Dansby Swanson,ATL,159,520,482,130,88,22,1,19,19,82,32,0,139,2,4,0,9,0,0,0.26970954,18314,0,0,1,1
2022,Austin Riley,ATL,154,521,466,119,67,25,0,27,27,68,37,1,126,15,3,0,9,0,0,0.25536481,18360,0,0,1,1
2022,Victor Robles,WSN,99,266,240,45,36,5,0,4,4,19,9,0,72,8,3,6,1,0,0,0.1875,18363,0,0,1,1
2022,Ryan Mountcastle,BAL,144,455,413,105,66,21,1,17,17,70,32,0,113,3,7,0,12,0,0,0.25423729,18373,0,0,1,1
2022,Juan Yepez,STL,67,213,198,50,29,11,0,10,10,23,12,0,47,1,2,0,5,0,0,0.25252525,18400,0,0,1,1
2022,Ronald Acuna Jr.,ATL,117,407,360,99,68,19,0,12,12,43,35,2,99,9,3,0,6,0,0,0.275,18401,0,0,1,1
2022,Ke'Bryan Hayes,PIT,124,391,353,82,61,16,2,3,3,30,32,0,101,4,2,0,7,0,0,0.23229462,18577,0,0,1,1
2022,Ramon Urias,BAL,108,317,286,74,51,10,1,12,12,36,21,0,71,4,3,3,5,0,0,0.25874126,18795,0,0,1,1
2022,Will Smith,LAD,132,440,388,96,56,20,2,18,18,71,40,1,77,8,4,0,9,0,0,0.24742268,19197,0,0,1,1
2022,Yuli Gurriel,HOU,133,403,375,87,61,22,0,4,4,33,21,0,58,6,1,0,12,0,0,0.232,19198,0,0,1,1
2022,Lourdes Gurriel Jr.,TOR,114,399,363,107,77,24,1,5,5,44,27,1,64,6,2,0,10,0,0,0.29476584,19238,0,0,1,1
2022,Pete Alonso,NYM,156,509,451,126,74,21,0,31,31,106,41,9,93,10,7,0,13,0,0,0.27937916,19251,0,0,1,1
2022,Adolis Garcia,TEX,143,451,418,107,62,22,4,19,19,72,22,0,130,6,5,0,7,0,0,0.25598086,19287,0,0,1,1
2022,Randy Arozarena,TBR,148,516,466,116,68,32,2,14,14,68,37,0,131,11,2,0,17,0,0,0.24892704,19290,0,0,1,1
2022,Nick Senzel,CIN,100,297,261,59,46,9,0,4,4,15,24,0,55,3,1,1,2,0,0,0.22605364,19293,0,0,1,1
2022,Sean Murphy,OAK,144,450,405,102,61,29,1,11,11,45,32,1,94,9,3,0,10,0,0,0.25185185,19352,0,0,1,1
2022,Austin Hays,BAL,138,422,389,98,57,28,1,12,12,54,23,0,81,7,3,0,8,0,0,0.25192802,19363,0,0,1,1
2022,Andrew Knizner,STL,83,228,202,48,38,8,0,2,2,17,20,0,47,5,0,1,4,0,0,0.23762376,19514,0,0,1,1
2022,Chas McCormick,HOU,100,292,256,53,37,6,1,9,9,30,34,0,83,1,1,0,4,0,0,0.20703125,19599,0,0,1,1
2022,Bryan De La Cruz,MIA,92,259,242,67,36,20,0,11,11,35,11,0,59,2,4,0,4,0,0,0.2768595,19600,0,0,1,1
2022,Vladimir Guerrero Jr.,TOR,156,584,528,148,89,31,0,28,28,85,46,3,104,6,4,0,16,0,0,0.28030303,19611,0,0,1,1
2022,Bo Bichette,TOR,157,579,545,161,104,38,0,19,19,77,32,0,130,1,1,0,19,0,0,0.29541284,19612,0,0,1,1
2022,Sheldon Neuse,OAK,66,184,166,39,32,2,1,4,4,20,16,0,53,2,0,0,3,0,0,0.23493976,19635,0,0,1,1
2022,Emmanuel Rivera,2 Tms,80,240,220,48,29,10,1,8,8,25,16,0,61,3,1,0,5,0,0,0.21818182,19890,0,0,1,1
2022,Bobby Dalbec,BOS,95,241,221,45,28,8,2,7,7,26,15,0,82,1,4,0,3,0,0,0.20361991,19966,0,0,1,1
2022,Santiago Espinal,TOR,120,363,336,86,65,17,0,4,4,36,22,0,55,2,2,1,10,0,0,0.25595238,19997,0,0,1,1
2022,Isaac Paredes,TBR,95,276,240,47,23,11,0,13,13,31,32,0,51,3,1,0,7,0,0,0.19583333,20036,0,0,1,1
2022,Luis Robert Jr.,CHW,90,314,301,80,56,15,0,9,9,42,10,0,62,3,0,0,6,0,0,0.26578073,20043,0,0,1,1
2022,Gilberto Celestino,MIN,90,226,203,51,42,7,1,1,1,13,22,0,48,0,0,1,3,0,0,0.25123153,20233,0,0,1,1
2022,William Contreras,ATL,88,260,235,58,36,7,0,15,15,30,23,1,78,1,1,0,3,0,0,0.24680851,20503,0,0,1,1
2022,Jose Miranda,MIN,116,344,313,83,56,21,0,6,6,41,21,0,67,10,0,0,14,0,0,0.26517572,20538,0,0,1,1
2022,Oscar Gonzalez,CLE,88,267,253,78,49,23,0,6,6,31,11,0,48,1,2,0,5,0,0,0.3083004,20970,0,0,1,1
2022,Nico Hoerner,CHC,124,385,355,98,72,15,3,8,8,39,23,4,43,5,2,0,10,0,0,0.27605634,21479,0,0,1,1
2022,Jonathan India,CIN,96,312,282,69,48,11,1,9,9,31,21,1,71,9,0,0,3,0,0,0.24468085,21523,0,0,1,1
2022,Joey Bart,SFG,74,195,173,40,30,5,0,5,5,12,19,0,72,3,0,0,4,0,0,0.23121387,21524,0,0,1,1
2022,Matt Vierling,PHI,85,222,203,44,35,4,1,4,4,19,15,0,47,2,2,0,3,0,0,0.21674877,21558,0,0,1,1
2022,Alec Bohm,PHI,144,456,427,108,90,7,1,10,10,53,18,0,83,4,7,0,14,0,0,0.2529274,21618,0,0,1,1
2022,Jeremy Pena,HOU,130,405,381,92,63,12,2,15,15,44,15,0,101,4,3,1,4,0,0,0.24146982,21636,0,0,1,1
2022,Christopher Morel,CHC,100,306,279,70,39,14,4,13,13,35,24,0,103,1,0,2,5,0,0,0.25089606,21897,0,0,1,1
2022,Nick Allen,OAK,84,232,212,38,30,7,0,1,1,10,14,0,54,1,1,4,5,0,0,0.17924528,22277,0,0,1,1
2022,Alejandro Kirk,TOR,132,432,372,107,80,16,0,11,11,54,53,1,43,3,4,0,8,0,0,0.28763441,22581,0,0,1,1
2022,Julio Rodriguez,SEA,130,425,391,112,66,22,3,21,21,57,25,3,105,8,1,0,7,0,0,0.28644501,23697,0,0,1,1
2022,Owen Miller,CLE,112,317,287,74,51,19,1,3,3,36,19,0,58,4,7,0,6,0,0,0.25783972,24655,0,0,1,1
2022,Bobby Witt Jr.,KCR,144,483,449,117,76,24,3,14,14,56,25,1,100,5,4,0,11,0,0,0.26057906,25764,0,0,1,1
2022,Andrew Vaughn,CHW,129,431,396,103,63,23,1,16,16,63,21,0,82,9,5,0,10,0,0,0.26010101,26197,0,0,1,1
2022,Spencer Torkelson,DET,106,297,263,52,36,10,0,6,6,22,28,0,78,4,2,0,10,0,0,0.19771863,27465,0,0,1,1
2022,Ha-Seong Kim,SDP,139,394,358,87,58,19,1,9,9,41,27,0,81,5,2,2,5,0,0,0.24301676,27506,0,0,1,1
2022,Seiya Suzuki,CHC,101,326,293,76,50,16,0,10,10,35,26,0,92,4,3,0,5,0,0,0.25938567,30116,0,0,1,1
